BusNum,BusName,AreaName,ID,Status,AGC,MW,MWMin,MWMax,CostModel,FixedCostInd,FixedCostDep,CubicB,CubicC,CubicD,FuelCost,VariableOM,FuelType,UnitType,CostShift,CostMultiplier,BidMW:0,BidMWHr:0,BidMW:1,BidMWHr:1,BidMW:2,BidMWHr:2,BidMW:3,BidMWHr:3,BidMW:4,BidMWHr:4,BidMW:5,BidMWHr:5,BidMW:6,BidMWHr:6,BidMW:7,BidMWHr:7,BidMW:8,BidMWHr:8,BidMW:9,BidMWHr:9,BidMW:10,BidMWHr:10,BidMW:11,BidMWHr:11,BidMW:12,BidMWHr:12,BidMW:13,BidMWHr:13,BidMW:14,BidMWHr:14,BidMW:15,BidMWHr:15,BidMW:16,BidMWHr:16,BidMW:17,BidMWHr:17,BidMW:18,BidMWHr:18,BidMW:19,BidMWHr:19,Heat Rate MBTU/MWH
3028,ABILENE 2 2,West,1,Closed,NO,150.0,60.0,200.0,Cubic,0.0,0,0.0,0.0,0,0.0,0,WND (Wind),"W2 (Wind Turbine, Type 2)",0,1,60.0,0.0,88.0,0.0,116.0,0.0,144.0,0.0,172.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3034,SNYDER 1 1,West,1,Closed,NO,97.87,39.15,130.5,Cubic,0.0,0,0.0,0.0,0,0.0,0,WND (Wind),"W2 (Wind Turbine, Type 2)",0,1,39.15,0.0,57.42,0.0,75.69,0.0,93.96,0.0,112.23,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3039,ROSCOE 2 2,West,1,Closed,NO,156.75,62.7,209.0,Cubic,0.0,0,0.0,0.0,0,0.0,0,WND (Wind),"W2 (Wind Turbine, Type 2)",0,1,62.7,0.0,91.96,0.0,121.22,0.0,150.48,0.0,179.74,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3043,SILVER 2,West,1,Open,YES,0.0,0.39,1.3,Cubic,601.95,0,4.573,0.0004,0,4.198,0,NG (Natural Gas),GT (Gas Turbine),0,1,0.39,19.2,0.57,19.2,0.75,19.2,0.94,19.2,1.12,19.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.170042877128301
3044,SILVER 3,West,1,Open,YES,0.0,26.82,89.4,Cubic,734.1,0,4.691,0.0004,0,4.198,0,NG (Natural Gas),GT (Gas Turbine),0,1,26.82,19.8,39.34,19.84,51.85,19.89,64.37,19.93,76.88,19.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.457591472461201
3045,SILVER 4,West,1,Open,YES,0.0,134.1,447.0,Cubic,1365.86,0,5.17,0.0004,0,4.198,0,NG (Natural Gas),GT (Gas Turbine),0,1,134.1,22.25,196.68,22.46,259.26,22.67,321.84,22.88,384.42,23.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.6189890424594
3048,ROSCOE 5 2,West,1,Closed,NO,180.75,72.3,241.0,Cubic,0.0,0,0.0,0.0,0,0.0,0,WND (Wind),"W2 (Wind Turbine, Type 2)",0,1,72.3,0.0,106.04,0.0,139.78,0.0,173.52,0.0,207.26,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3055,WINGATE 2,West,1,Closed,NO,183.88,73.55,245.17,Cubic,0.0,0,0.0,0.0,0,0.0,0,WND (Wind),"W2 (Wind Turbine, Type 2)",0,1,73.55,0.0,107.87,0.0,142.2,0.0,176.52,0.0,210.84,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3056,WINGATE 3,West,1,Closed,NO,183.88,73.55,245.17,Cubic,0.0,0,0.0,0.0,0,0.0,0,WND (Wind),"W2 (Wind Turbine, Type 2)",0,1,73.55,0.0,107.87,0.0,142.2,0.0,176.52,0.0,210.84,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3057,WINGATE 4,West,1,Closed,NO,183.88,73.55,245.17,Cubic,0.0,0,0.0,0.0,0,0.0,0,WND (Wind),"W2 (Wind Turbine, Type 2)",0,1,73.55,0.0,107.87,0.0,142.2,0.0,176.52,0.0,210.84,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3060,STERLING CITY 1 2,West,1,Closed,NO,124.22,49.69,165.63,Cubic,0.0,0,0.0,0.0,0,0.0,0,WND (Wind),"W2 (Wind Turbine, Type 2)",0,1,49.69,0.0,72.87,0.0,96.06,0.0,119.25,0.0,142.44,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3061,STERLING CITY 1 3,West,1,Closed,NO,124.22,49.69,165.63,Cubic,0.0,0,0.0,0.0,0,0.0,0,WND (Wind),"W2 (Wind Turbine, Type 2)",0,1,49.69,0.0,72.87,0.0,96.06,0.0,119.25,0.0,142.44,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3062,STERLING CITY 1 4,West,1,Closed,NO,124.22,49.69,165.63,Cubic,0.0,0,0.0,0.0,0,0.0,0,WND (Wind),"W2 (Wind Turbine, Type 2)",0,1,49.69,0.0,72.87,0.0,96.06,0.0,119.25,0.0,142.44,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3063,STERLING CITY 1 5,West,1,Closed,NO,124.22,49.69,165.63,Cubic,0.0,0,0.0,0.0,0,0.0,0,WND (Wind),"W2 (Wind Turbine, Type 2)",0,1,49.69,0.0,72.87,0.0,96.06,0.0,119.25,0.0,142.44,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3065,ROSCOE 4 1,West,1,Closed,NO,60.37,24.15,80.5,Cubic,0.0,0,0.0,0.0,0,0.0,0,WND (Wind),"W2 (Wind Turbine, Type 2)",0,1,24.15,0.0,35.42,0.0,46.69,0.0,57.96,0.0,69.23,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3068,TRENT 1 1,West,1,Closed,NO,112.5,45.0,150.0,Cubic,0.0,0,0.0,0.0,0,0.0,0,WND (Wind),"W2 (Wind Turbine, Type 2)",0,1,45.0,0.0,66.0,0.0,87.0,0.0,108.0,0.0,129.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3071,NOLAN 1,West,1,Closed,NO,127.65,51.06,170.2,Cubic,0.0,0,0.0,0.0,0,0.0,0,WND (Wind),"W2 (Wind Turbine, Type 2)",0,1,51.06,0.0,74.89,0.0,98.72,0.0,122.54,0.0,146.37,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3074,BRACKETTVILLE 2 1,West,1,Closed,NO,74.85,29.94,99.8,Cubic,0.0,0,0.0,0.0,0,0.0,0,WND (Wind),"W2 (Wind Turbine, Type 2)",0,1,29.94,0.0,43.91,0.0,57.88,0.0,71.86,0.0,85.83,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3081,HERMLEIGH 3,West,1,Closed,NO,186.75,74.7,249.0,Cubic,0.0,0,0.0,0.0,0,0.0,0,WND (Wind),"W2 (Wind Turbine, Type 2)",0,1,74.7,0.0,109.56,0.0,144.42,0.0,179.28,0.0,214.14,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3084,MERKEL 1 2,West,1,Closed,NO,174.37,69.75,232.5,Cubic,0.0,0,0.0,0.0,0,0.0,0,WND (Wind),"W2 (Wind Turbine, Type 2)",0,1,69.75,0.0,102.3,0.0,134.85,0.0,167.4,0.0,199.95,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3086,LORAINE 1 1,West,1,Closed,NO,56.25,22.5,75.0,Cubic,0.0,0,0.0,0.0,0,0.0,0,WND (Wind),"W2 (Wind Turbine, Type 2)",0,1,22.5,0.0,33.0,0.0,43.5,0.0,54.0,0.0,64.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3087,LORAINE 1 2,West,1,Open,NO,0.0,22.5,75.0,Cubic,0.0,0,0.0,0.0,0,0.0,0,WND (Wind),"W2 (Wind Turbine, Type 2)",0,1,22.5,0.0,33.0,0.0,43.5,0.0,54.0,0.0,64.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3092,ABILENE 1 4,West,1,Closed,NO,150.0,60.0,200.0,Cubic,0.0,0,0.0,0.0,0,0.0,0,WND (Wind),"W2 (Wind Turbine, Type 2)",0,1,60.0,0.0,88.0,0.0,116.0,0.0,144.0,0.0,172.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3095,MERKEL 2 1,West,1,Closed,NO,90.45,36.18,120.6,Cubic,0.0,0,0.0,0.0,0,0.0,0,WND (Wind),"W2 (Wind Turbine, Type 2)",0,1,36.18,0.0,53.06,0.0,69.95,0.0,86.83,0.0,103.72,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3098,FLUVANNA 2 2,West,1,Closed,NO,120.0,48.0,160.0,Cubic,0.0,0,0.0,0.0,0,0.0,0,WND (Wind),"W2 (Wind Turbine, Type 2)",0,1,48.0,0.0,70.4,0.0,92.8,0.0,115.2,0.0,137.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3105,BUCHANAN DAM 1 1,West,1,Closed,NO,44.5,0.0,44.5,Cubic,0.0,0,0.0,0.0,0,0.0,0,WAT (Water),HY (Hydro),0,1,0.0,0.0,8.9,0.0,17.8,0.0,26.7,0.0,35.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3106,BUCHANAN DAM 1 2,West,1,Closed,NO,53.02,0.0,162.8,Cubic,0.0,0,0.0,0.0,0,0.0,0,WAT (Water),HY (Hydro),0,1,0.0,0.0,32.56,0.0,65.12,0.0,97.68,0.0,130.24,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3110,FLUVANNA 1 1,West,1,Closed,NO,63.0,25.2,84.0,Cubic,0.0,0,0.0,0.0,0,0.0,0,WND (Wind),"W2 (Wind Turbine, Type 2)",0,1,25.2,0.0,36.96,0.0,48.72,0.0,60.48,0.0,72.24,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3112,STERLING CITY 2 1,West,1,Closed,NO,56.1,22.44,74.8,Cubic,0.0,0,0.0,0.0,0,0.0,0,WND (Wind),"W2 (Wind Turbine, Type 2)",0,1,22.44,0.0,32.91,0.0,43.38,0.0,53.86,0.0,64.33,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3113,STERLING CITY 2 2,West,1,Closed,NO,56.1,22.44,74.8,Cubic,0.0,0,0.0,0.0,0,0.0,0,WND (Wind),"W2 (Wind Turbine, Type 2)",0,1,22.44,0.0,32.91,0.0,43.38,0.0,53.86,0.0,64.33,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3117,SYNDER 1,West,1,Closed,NO,47.25,18.9,63.0,Cubic,0.0,0,0.0,0.0,0,0.0,0,WND (Wind),"W2 (Wind Turbine, Type 2)",0,1,18.9,0.0,27.72,0.0,36.54,0.0,45.36,0.0,54.18,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3118,SYNDER 2,West,1,Closed,NO,90.0,36.0,120.0,Cubic,0.0,0,0.0,0.0,0,0.0,0,WND (Wind),"W2 (Wind Turbine, Type 2)",0,1,36.0,0.0,52.8,0.0,69.6,0.0,86.4,0.0,103.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3120,BRACKETTVILLE 1 1,West,1,Closed,NO,29.7,11.88,39.6,Cubic,0.0,0,0.0,0.0,0,0.0,0,SUN (Solar),PV (Photovoltaic),0,1,11.88,0.0,17.42,0.0,22.97,0.0,28.51,0.0,34.06,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3122,ROSCOE 1 1,West,1,Closed,NO,147.75,59.1,197.0,Cubic,0.0,0,0.0,0.0,0,0.0,0,WND (Wind),"W2 (Wind Turbine, Type 2)",0,1,59.1,0.0,86.68,0.0,114.26,0.0,141.84,0.0,169.42,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3127,SWEETWATER 2 0,West,1,Closed,NO,101.25,40.5,135.0,Cubic,0.0,0,0.0,0.0,0,0.0,0,WND (Wind),"W2 (Wind Turbine, Type 2)",0,1,40.5,0.0,59.4,0.0,78.3,0.0,97.2,0.0,116.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3129,ROSCOE 3 0,West,1,Closed,NO,94.88,37.95,126.5,Cubic,0.0,0,0.0,0.0,0,0.0,0,WND (Wind),"W2 (Wind Turbine, Type 2)",0,1,37.95,0.0,55.66,0.0,73.37,0.0,91.08,0.0,108.79,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3131,TUSOCOLA 0,West,1,Closed,NO,85.5,34.2,114.0,Cubic,0.0,0,0.0,0.0,0,0.0,0,WND (Wind),"W2 (Wind Turbine, Type 2)",0,1,34.2,0.0,50.16,0.0,66.12,0.0,82.08,0.0,98.04,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3133,SNYDER 2 0,West,1,Open,YES,0.0,15.39,51.3,Cubic,676.95,0,4.64,0.0004,0,4.198,0,NG (Natural Gas),GT (Gas Turbine),0,1,15.39,19.54,22.57,19.57,29.75,19.59,36.94,19.61,44.12,19.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.334356359503801
3133,SNYDER 2 0,West,2,Open,YES,0.0,15.39,51.3,Cubic,676.95,0,4.64,0.0004,0,4.198,0,NG (Natural Gas),GT (Gas Turbine),0,1,15.39,19.54,22.57,19.57,29.75,19.59,36.94,19.61,44.12,19.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.334356359503801
3133,SNYDER 2 0,West,3,Open,YES,0.0,15.39,51.3,Cubic,676.95,0,4.64,0.0004,0,4.198,0,NG (Natural Gas),GT (Gas Turbine),0,1,15.39,19.54,22.57,19.57,29.75,19.59,36.94,19.61,44.12,19.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.334356359503801
3137,SWEETWATER 1 0,West,1,Closed,NO,75.9,30.36,101.2,Cubic,0.0,0,0.0,0.0,0,0.0,0,WND (Wind),"W2 (Wind Turbine, Type 2)",0,1,30.36,0.0,44.53,0.0,58.7,0.0,72.86,0.0,87.03,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
3141,SWEETWATER 3 0,West,1,Closed,NO,68.62,27.45,91.5,Cubic,0.0,0,0.0,0.0,0,0.0,0,WND (Wind),"W2 (Wind Turbine, Type 2)",0,1,27.45,0.0,40.26,0.0,53.07,0.0,65.88,0.0,78.69,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
4010,SARITA 3 1,South,1,Closed,NO,151.2,60.48,201.6,Cubic,0.0,0,0.0,0.0,0,0.0,0,WND (Wind),"W2 (Wind Turbine, Type 2)",0,1,60.48,0.0,88.7,0.0,116.93,0.0,145.15,0.0,173.38,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
4026,CHRISTINE 2,South,1,Closed,YES,408.86,123.0,410.0,Cubic,1243.08,0,8.017,0.0008,0,2.142,0,BIT (Bituminous Coal),ST (Steam Turbine),0,1,123.0,17.72,180.4,17.93,237.8,18.14,295.2,18.34,352.6,18.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.625980392213
4030,FANNIN 2,South,1,Closed,YES,460.56,186.72,622.4,Cubic,1349.57,0,8.017,0.0008,0,2.142,0,BIT (Bituminous Coal),ST (Steam Turbine),0,1,186.72,18.0,273.86,18.32,360.99,18.63,448.13,18.95,535.26,19.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.032689076053002
4045,FALCON HEIGHTS 1 1,South,1,Closed,NO,93.4,0.0,93.4,Cubic,0.0,0,0.0,0.0,0,0.0,0,WAT (Water),HY (Hydro),0,1,0.0,0.0,18.68,0.0,37.36,0.0,56.04,0.0,74.72,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
4046,FALCON HEIGHTS 1 2,South,1,Closed,NO,28.5,0.0,28.5,Cubic,0.0,0,0.0,0.0,0,0.0,0,WAT (Water),HY (Hydro),0,1,0.0,0.0,5.7,0.0,11.4,0.0,17.1,0.0,22.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
4047,FALCON HEIGHTS 1 3,South,1,Closed,NO,27.48,0.0,195.7,Cubic,0.0,0,0.0,0.0,0,0.0,0,WAT (Water),HY (Hydro),0,1,0.0,0.0,39.14,0.0,78.28,0.0,117.42,0.0,156.56,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
4050,SEBASTIAN 2 1,South,1,Closed,NO,150.0,60.0,200.0,Cubic,0.0,0,0.0,0.0,0,0.0,0,WND (Wind),"W2 (Wind Turbine, Type 2)",0,1,60.0,0.0,88.0,0.0,116.0,0.0,144.0,0.0,172.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
4052,BISHOP 1,South,1,Closed,YES,44.08,13.26,44.2,Cubic,666.3,0,4.63,0.0004,0,3.613,0,NG (Natural Gas),GT (Gas Turbine),0,1,13.26,16.78,19.45,16.79,25.64,16.81,31.82,16.83,38.01,16.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3113050100105
4058,GREGORY 2,South,1,Closed,YES,99.6,43.2,144.0,Cubic,816.0,0,4.764,0.0004,0,3.613,0,NG (Natural Gas),GT (Gas Turbine),0,1,43.2,17.36,63.36,17.42,83.52,17.48,103.68,17.54,123.84,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.636734015693
4059,GREGORY 3,South,1,Closed,YES,84.08,43.2,144.0,Cubic,816.0,0,4.764,0.0004,0,3.613,0,NG (Natural Gas),GT (Gas Turbine),0,1,43.2,17.36,63.36,17.42,83.52,17.48,103.68,17.54,123.84,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.636734015693
4060,GREGORY 4,South,1,Closed,YES,124.4,43.2,144.0,Cubic,816.0,0,4.764,0.0004,0,3.613,0,NG (Natural Gas),GT (Gas Turbine),0,1,43.2,17.36,63.36,17.42,83.52,17.48,103.68,17.54,123.84,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.636734015693
4061,GREGORY 5,South,1,Closed,YES,148.87,51.7,172.33,Cubic,858.49,0,4.802,0.0004,0,3.613,0,NG (Natural Gas),GT (Gas Turbine),0,1,51.7,17.53,75.83,17.6,99.95,17.67,124.08,17.74,148.2,17.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.727854137284101
4062,GREGORY 6,South,1,Closed,YES,171.85,51.7,172.33,Cubic,858.49,0,4.802,0.0004,0,3.613,0,NG (Natural Gas),GT (Gas Turbine),0,1,51.7,17.53,75.83,17.6,99.95,17.67,124.08,17.74,148.2,17.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.727854137284101
4063,GREGORY 7,South,1,Closed,YES,124.75,51.7,172.33,Cubic,858.49,0,4.802,0.0004,0,3.613,0,NG (Natural Gas),GT (Gas Turbine),0,1,51.7,17.53,75.83,17.6,99.95,17.67,124.08,17.74,148.2,17.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.727854137284101
4065,CORPUS CHRISTI 2 1,South,1,Closed,YES,46.87,14.1,47.0,Cubic,670.5,0,4.634,0.0004,0,3.613,0,NG (Natural Gas),GT (Gas Turbine),0,1,14.1,16.79,20.68,16.81,27.26,16.83,33.84,16.85,40.42,16.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.319983116828701
4075,MISSION 1 2,South,1,Open,YES,0.0,52.9,176.33,Cubic,864.49,0,4.807,0.0004,0,6.05,0,NG (Natural Gas),GT (Gas Turbine),0,1,52.9,29.4,77.59,29.51,102.27,29.63,126.96,29.75,151.65,29.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.740032893119101
4076,MISSION 1 3,South,1,Closed,YES,175.84,52.9,176.33,Cubic,864.49,0,4.807,0.0004,0,6.05,0,NG (Natural Gas),GT (Gas Turbine),0,1,52.9,29.4,77.59,29.51,102.27,29.63,126.96,29.75,151.64,29.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.740032893119101
4077,MISSION 1 4,South,1,Closed,YES,97.06,52.9,176.33,Cubic,864.49,0,4.807,0.0004,0,6.05,0,NG (Natural Gas),GT (Gas Turbine),0,1,52.9,29.4,77.59,29.51,102.27,29.63,126.96,29.75,151.64,29.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.740032893119101
4082,CORPUS CHRISTI 3 2,South,1,Closed,YES,242.72,73.02,243.4,Cubic,965.1,0,4.897,0.0004,0,3.613,0,NG (Natural Gas),GT (Gas Turbine),0,1,73.02,17.95,107.1,18.05,141.17,18.15,175.25,18.24,209.32,18.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9578239695340995
4083,CORPUS CHRISTI 3 3,South,1,Closed,YES,242.72,73.02,243.4,Cubic,965.1,0,4.897,0.0004,0,3.613,0,NG (Natural Gas),GT (Gas Turbine),0,1,73.02,17.95,107.1,18.05,141.17,18.15,175.25,18.24,209.32,18.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9578239695340995
4084,CORPUS CHRISTI 3 4,South,1,Closed,YES,242.72,73.02,243.4,Cubic,965.1,0,4.897,0.0004,0,3.613,0,NG (Natural Gas),GT (Gas Turbine),0,1,73.02,17.95,107.1,18.05,141.17,18.15,175.25,18.24,209.32,18.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9578239695340995
4085,CORPUS CHRISTI 3 5,South,1,Closed,YES,168.05,105.6,352.0,Cubic,1128.0,0,5.043,0.0004,0,3.613,0,NG (Natural Gas),GT (Gas Turbine),0,1,105.6,18.59,154.88,18.73,204.16,18.87,253.44,19.01,302.72,19.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3092872956712
4090,SANTA ROSA 1 1,South,1,Open,YES,0.0,0.42,1.4,Cubic,236.04,0,8.017,0.0008,0,2.142,0,BIT (Bituminous Coal),ST (Steam Turbine),0,1,0.42,17.17,0.62,17.17,0.81,17.18,1.01,17.18,1.2,17.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.841204481850001
4091,SANTA ROSA 1 2,South,1,Closed,YES,23.43,7.05,23.5,Cubic,236.63,0,8.017,0.0008,0,2.142,0,BIT (Bituminous Coal),ST (Steam Turbine),0,1,7.05,17.2,10.34,17.22,13.63,17.23,16.92,17.24,20.21,17.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.881302521603
4092,SANTA ROSA 1 3,South,1,Open,YES,0.0,2.28,7.6,Cubic,236.2,0,8.017,0.0008,0,2.142,0,BIT (Bituminous Coal),ST (Steam Turbine),0,1,2.28,17.18,3.34,17.19,4.41,17.19,5.47,17.19,6.54,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.852661064286
4093,SANTA ROSA 1 4,South,1,Closed,YES,27.92,8.4,28.0,Cubic,236.75,0,8.017,0.0008,0,2.142,0,BIT (Bituminous Coal),ST (Steam Turbine),0,1,8.4,17.21,12.32,17.22,16.24,17.24,20.16,17.25,24.08,17.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.892759104039001
4094,SANTA ROSA 1 5,South,1,Closed,YES,27.92,8.4,28.0,Cubic,236.75,0,8.017,0.0008,0,2.142,0,BIT (Bituminous Coal),ST (Steam Turbine),0,1,8.4,17.21,12.32,17.22,16.24,17.24,20.16,17.25,24.08,17.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.892759104039001
4095,SANTA ROSA 1 6,South,1,Closed,YES,27.92,8.4,28.0,Cubic,236.75,0,8.017,0.0008,0,2.142,0,BIT (Bituminous Coal),ST (Steam Turbine),0,1,8.4,17.21,12.32,17.22,16.24,17.24,20.16,17.25,24.08,17.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.892759104039001
4096,SANTA ROSA 1 7,South,1,Open,YES,0.0,8.4,28.0,Cubic,236.75,0,8.017,0.0008,0,2.142,0,BIT (Bituminous Coal),ST (Steam Turbine),0,1,8.4,17.21,12.32,17.22,16.24,17.24,20.16,17.25,24.08,17.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.892759104039001
4097,SANTA ROSA 1 8,South,1,Closed,YES,27.92,8.4,28.0,Cubic,236.75,0,8.017,0.0008,0,2.142,0,BIT (Bituminous Coal),ST (Steam Turbine),0,1,8.4,17.21,12.32,17.22,16.24,17.24,20.16,17.25,24.08,17.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.892759104039001
4098,SANTA ROSA 1 9,South,1,Open,YES,0.0,8.4,28.0,Cubic,236.75,0,8.017,0.0008,0,2.142,0,BIT (Bituminous Coal),ST (Steam Turbine),0,1,8.4,17.21,12.32,17.22,16.24,17.24,20.16,17.25,24.08,17.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.892759104039001
4105,TAFT 2 1,South,1,Closed,NO,135.0,54.0,180.0,Cubic,0.0,0,0.0,0.0,0,0.0,0,WND (Wind),"W2 (Wind Turbine, Type 2)",0,1,54.0,0.0,79.2,0.0,104.4,0.0,129.6,0.0,154.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
4115,LAREDO 1 2,South,1,Closed,YES,131.43,39.54,131.8,Cubic,797.7,0,4.748,0.0004,0,6.05,0,NG (Natural Gas),GT (Gas Turbine),0,1,39.54,28.96,57.99,29.05,76.44,29.13,94.9,29.22,113.35,29.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.594923470802301
4116,LAREDO 1 3,South,1,Closed,YES,123.76,39.54,131.8,Cubic,797.7,0,4.748,0.0004,0,6.05,0,NG (Natural Gas),GT (Gas Turbine),0,1,39.54,28.96,57.99,29.05,76.44,29.13,94.9,29.22,113.35,29.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.594923470802301
4133,PEARSALL 2,South,1,Open,YES,0.0,10.08,33.6,Cubic,650.4,0,4.616,0.0004,0,6.05,0,NG (Natural Gas),GT (Gas Turbine),0,1,10.08,27.99,14.78,28.01,19.49,28.03,24.19,28.05,28.9,28.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2762009916578005
4134,PEARSALL 3,South,1,Closed,YES,10.21,10.08,33.6,Cubic,650.4,0,4.616,0.0004,0,6.05,0,NG (Natural Gas),GT (Gas Turbine),0,1,10.08,27.99,14.78,28.01,19.49,28.03,24.19,28.05,28.9,28.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2762009916578005
4135,PEARSALL 4,South,1,Closed,YES,10.21,10.08,33.6,Cubic,650.4,0,4.616,0.0004,0,6.05,0,NG (Natural Gas),GT (Gas Turbine),0,1,10.08,27.99,14.78,28.01,19.49,28.03,24.19,28.05,28.9,28.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2762009916578005
4136,PEARSALL 5,South,1,Closed,YES,10.21,10.08,33.6,Cubic,650.4,0,4.616,0.0004,0,6.05,0,NG (Natural Gas),GT (Gas Turbine),0,1,10.08,27.99,14.78,28.01,19.49,28.03,24.19,28.05,28.9,28.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2762009916578005
